,gen,best,mean,std,diversity,solution
0,0.0,77.52644623464134,8.093496661081769,20.675356140174763,0.20839776586193215,0
1,1.0,77.52644623464134,13.470961590001725,24.588361121104807,0.30836930687597325,0
2,2.0,77.52644623464134,20.610806918400485,27.352248548573513,0.21144913249333647,0
3,3.0,77.52644623464134,28.093002725383684,28.242554283907115,1.6738342164936746,0
4,4.0,77.88644623464135,37.32541574917389,27.634818886454326,1.7700264912681865,0
5,5.0,77.88644623464135,42.12478683054135,26.725476381113175,1.9779620333772538,0
6,6.0,91.30916822174872,48.138570171147656,23.83933363883333,0.31482488722029855,0
7,7.0,91.30916822174872,49.75733976213197,22.083256463229677,0.9479933642713156,0
8,8.0,91.30916822174872,52.58254491372176,18.623025052467717,0.42772320118192214,0
9,9.0,91.30916822174872,52.535850156300945,21.456787745233072,0.43409165962150664,0
10,10.0,91.30916822174872,55.39916705453222,20.639217800406858,0.556976599730078,0
11,11.0,91.30916822174872,50.05367666905402,24.495712592314568,0.4701149391476947,0
12,12.0,91.30916822174872,55.12909434614448,19.85059883577275,0.3060258264651742,0
13,13.0,91.48916822174873,55.576567417884014,21.436734762494236,0.3565127964085503,0
14,14.0,91.48916822174873,57.92128569381114,19.606812941847867,0.18126097558993445,0
15,15.0,91.48916822174873,59.94555631738976,17.88995469056112,0.44073752622763307,0
16,16.0,91.48916822174873,59.07815341880528,19.638998890603748,0.283621286324189,0
17,17.0,91.48916822174873,60.28480245351459,18.332918041698093,0.3118321583353239,0
18,18.0,91.48916822174873,62.56670215141533,14.039883592265358,0.24132950469707334,0
19,19.0,91.66916822174872,64.50735152362131,14.57110160255107,0.2596016750262661,0
20,20.0,91.66916822174872,64.98845221092222,14.682474989937862,6.687101428753732,0
21,21.0,91.66916822174872,65.51922003415761,13.692251559324259,0.3761144850260136,0
22,22.0,91.66916822174872,62.39907770539561,17.45042360754409,28.786114747044955,0
23,23.0,91.66916822174872,63.36302150602412,17.63983449832192,0.4237187590176794,0
24,24.0,91.66916822174872,64.28832024169778,16.192587928064167,0.5035993573328202,0
25,25.0,91.66916822174872,66.28088175513558,16.75250695548577,0.4529031039250848,0
26,26.0,91.66916822174872,65.37441105736985,17.986660495609346,0.950076199549811,0
27,27.0,91.66916822174872,66.53895784545243,17.254920712570648,1.1079049888721966,0
28,28.0,91.66916822174872,63.75665704959073,20.43826381497384,1.0006374835189875,0
29,29.0,91.66916822174872,67.39129439422862,15.78750867748434,1.1936274713077695,0
30,30.0,91.66916822174872,69.18761720130937,12.398838774990477,1.6099141805391237,0
31,31.0,91.66916822174872,65.5984455029356,18.894060631222928,1.3166511958943035,0
32,32.0,91.66916822174872,65.6823460874589,15.618347348003955,1.568492711803138,0
33,33.0,91.66916822174872,64.53557933861266,18.665913453579023,1.196717311804226,0
34,34.0,91.66916822174872,64.47610963748448,17.845949279317786,1.7064287467187365,0
35,35.0,91.66916822174872,64.97174904267514,15.441034671000695,1.3404822833317023,0
36,36.0,91.66916822174872,66.57216715887856,12.615722574042818,1.3109977616982658,0
37,37.0,91.66916822174872,67.16307309817728,15.571750112930753,1.50458382710755,0
38,38.0,91.66916822174872,65.71208702417769,18.088604109978707,1.4718027160365392,0
39,39.0,91.66916822174872,67.36417170369494,15.499193515395593,1.4405234322642688,0
40,40.0,91.66916822174872,66.21117694173822,15.245977098515652,1.3813728187107925,0
41,41.0,91.66916822174872,66.63590259319477,14.468461953630053,1.453071571308073,0
42,42.0,91.66916822174872,67.95514603818846,13.633195006549972,1.5357047356594316,0
43,43.0,91.66916822174872,64.94272183896172,20.1427693574032,1.8990996797018893,0
44,44.0,91.66916822174872,66.43117480397535,16.7418230274975,1.5356821060849042,0
45,45.0,91.66916822174872,69.62536256384531,14.839162638938017,2.1299253736532955,0
46,46.0,91.66916822174872,67.80305704782526,17.03931865889959,1.5154248601966889,0
47,47.0,91.66916822174872,64.66468415667381,20.39320615000025,1.499041342085212,0
48,48.0,91.66916822174872,62.58968191199857,20.982238114085007,1.182462033864019,0
49,49.0,91.66916822174872,63.577242665304766,18.76803258175441,1.3001959970577777,0
50,50.0,91.66916822174872,61.606454133298236,21.95175239542541,1.3346252573522916,0
51,0.0,60.128498406095254,8.202469101077366,20.568300081352692,1.973271218033033,1
52,1.0,60.13657612620639,15.108327395287011,24.202856391584355,1.9973914335798062,1
53,2.0,75.00644623464134,26.957992110390254,26.158408841246754,0.6993652874010439,1
54,3.0,80.94644623464136,38.12999802107903,25.31651825807945,0.34498382191889054,1
55,4.0,91.30916822174872,42.38955006648602,25.793389894717155,0.3649881552668453,1
56,5.0,91.30916822174872,47.524565367682264,24.305341264289613,0.31921009869669875,1
57,6.0,91.30916822174872,48.754840671854005,23.242250379715394,0.2714089018658308,1
58,7.0,91.30916822174872,54.43293420623364,19.595757716411292,0.19468469706854205,1
59,8.0,91.30916822174872,54.256588821935736,20.007965256234293,0.20553713372124383,1
60,9.0,91.30916822174872,54.08720853873973,19.322678223465523,0.31280877820974856,1
61,10.0,91.30916822174872,54.23750048474462,20.808609598518366,0.22458841163148077,1
62,11.0,91.30916822174872,56.693991346688684,17.522709427842234,0.20818280364757002,1
63,12.0,91.30916822174872,58.61149557781622,16.33847296013748,0.20247006898045514,1
64,13.0,91.30916822174872,59.05101514369917,16.079071481571248,0.4548216765300649,1
65,14.0,91.30916822174872,60.41432297717179,15.883051235467287,1.9635900672484996,1
66,15.0,91.30916822174872,61.12670852334044,12.89642371907968,1.0898163525084155,1
67,16.0,91.30916822174872,61.87926594605418,12.394750179014622,0.3034050693442763,1
68,17.0,91.30916822174872,62.678019157899556,14.2268196129986,0.40930357763975894,1
69,18.0,91.30916822174872,60.620293376041,17.031061839850018,0.3313116040224054,1
70,19.0,91.30916822174872,60.18016062390691,18.395555695553377,0.2152475050945935,1
