,gen,best,mean,std,diversity,solution
0,0.0,32.00677399735778,0.8101090808315133,8.814810593619987,0.2459247104982366,0
1,1.0,32.097432515541755,2.6402937531380233,11.060212829087002,0.22344645244713043,0
2,2.0,53.00677399735778,6.071714759973778,14.483002282624131,0.3270653044508072,0
3,3.0,53.00677399735778,10.12542151784316,16.638667959095955,0.6209687380034211,0
4,4.0,53.00677399735778,14.462564278389317,17.358596219714745,0.6521921223884387,0
5,5.0,53.00677399735778,17.812616458804815,17.74308979744436,0.6005868893845784,0
6,6.0,53.00677399735778,19.766250414891637,18.599055820888633,0.6375727689043376,0
7,7.0,53.00677399735778,21.085813679078196,18.852506194554433,0.5890427780461324,0
8,8.0,97.3925321211955,24.27916739059966,20.992171395868976,0.3547377197869493,0
9,9.0,97.3925321211955,26.11737851922425,21.375356364978668,0.4222501798362133,0
10,10.0,97.3925321211955,29.068605161815093,21.623860264196686,0.41262332493526,0
11,11.0,97.3925321211955,30.47116289427424,21.418981034257175,0.31621962550595367,0
12,12.0,97.3925321211955,30.852617675913777,19.57315275760299,0.2046411779398487,0
13,13.0,97.3925321211955,32.24927066180965,18.894235016315037,0.2888980219984578,0
14,14.0,97.3925321211955,32.828709685741096,20.2169283492839,0.5659079405392652,0
15,15.0,97.3925321211955,32.05852725068556,21.250830115214036,0.7082946610245966,0
16,16.0,97.3925321211955,33.466789322799244,20.23888041039243,0.6864859810894951,0
17,17.0,97.3925321211955,34.095413867520264,21.09370499416291,0.4546857347337482,0
18,18.0,97.3925321211955,31.272123003983474,19.949351084686512,0.18784408081359485,0
19,19.0,97.4500667860879,31.647063434599794,19.962157078264962,0.24985215405007377,0
20,20.0,97.4500667860879,35.094767219695235,18.5754254180813,0.41509894038750283,0
21,21.0,97.4500667860879,32.4701877184542,23.374771521902865,0.2413962082756599,0
22,22.0,97.4500667860879,33.62505251625655,24.642403899779872,0.22180893398640902,0
23,23.0,97.4500667860879,33.77065746885023,24.54458166166536,0.2171302242306023,0
24,24.0,97.4500667860879,35.35756387491038,22.622752839159904,0.3601318327760675,0
25,25.0,97.4500667860879,38.75565065360041,21.716320620692326,0.36118010692753977,0
26,26.0,97.4500667860879,37.91215097966658,23.157146836930522,0.42994430170463904,0
27,27.0,97.4500667860879,36.841283095731164,21.731345544968452,0.39742399840906606,0
28,28.0,97.4500667860879,35.672763187577495,20.08133349351028,0.3570137719948887,0
29,29.0,97.4500667860879,36.91527263273573,22.143555559582218,0.26952918475284343,0
30,30.0,97.4500667860879,36.19037148163883,21.82766975573058,0.4239911730187473,0
31,31.0,97.4500667860879,36.70988071934843,19.831404913886296,0.34570280429815387,0
32,32.0,97.4500667860879,39.06402203946874,21.413358544940145,0.40564753424680955,0
33,33.0,97.4500667860879,37.96540129030761,25.15148557269215,0.14286767771107547,0
34,34.0,97.4500667860879,37.21163876279536,26.138688104310823,0.25146885023465976,0
35,35.0,97.4500667860879,37.38425847062756,26.465784012598125,0.4288246266373107,0
36,36.0,97.4500667860879,39.12150756501572,24.85061115542932,0.5384866261898358,0
37,37.0,97.4500667860879,39.77210587783688,25.12582704940822,0.5261582698508062,0
38,38.0,97.4500667860879,41.66247545238347,26.785982740998758,0.4420066066331209,0
