,gen,best,mean,std,solution
0,0.0,54.320000000000064,17.505250000000007,12.528947379468885,0
1,1.0,47.50000000000003,18.83120000000001,14.062849588899127,0
2,2.0,51.20000000000005,18.00940000000001,14.014254016536178,0
3,3.0,51.20000000000005,18.475800000000007,14.695510142897398,0
4,4.0,51.20000000000005,19.033600000000007,13.330873603781574,0
5,5.0,51.56000000000005,17.618400000000005,13.193577431462638,0
6,6.0,51.56000000000005,20.362600000000008,12.892489489621477,0
7,7.0,51.56000000000005,16.216400000000007,12.662108317338005,0
8,8.0,58.10000000000005,17.14420000000001,12.069183003003984,0
9,9.0,58.10000000000005,15.650800000000006,11.850433382792387,0
10,10.0,58.10000000000005,18.003200000000007,13.498457903034712,0
11,11.0,58.10000000000005,17.32200000000001,13.821643462338345,0
12,12.0,58.10000000000005,20.27600000000001,14.656133733014324,0
13,13.0,58.10000000000005,17.43360000000001,14.044244623332373,0
14,14.0,58.10000000000005,17.445800000000006,13.502066595895618,0
15,15.0,58.10000000000005,17.43740000000001,14.140287876843255,0
16,16.0,58.10000000000005,19.539200000000008,14.691310062754798,0
17,17.0,58.10000000000005,18.849800000000005,15.022221006229417,0
18,18.0,58.10000000000005,20.694400000000005,13.114419264305997,0
19,19.0,58.10000000000005,20.27080000000001,15.25303154654839,0
20,20.0,58.10000000000005,22.607200000000006,13.226043556559167,0
21,21.0,58.10000000000005,21.62600000000001,13.509547882886395,0
22,22.0,58.10000000000005,22.472600000000007,13.574640077733198,0
23,23.0,58.10000000000005,22.096400000000006,14.23757546213541,0
24,24.0,58.10000000000005,22.536200000000008,14.80636854735152,0
25,25.0,58.10000000000005,20.15400000000001,14.493913343193425,0
26,26.0,58.10000000000005,21.95780000000001,14.040398255035376,0
27,27.0,58.10000000000005,21.957600000000006,14.562119977530756,0
28,28.0,58.10000000000005,23.271000000000008,12.960826941210206,0
29,29.0,58.10000000000005,23.038400000000006,14.178252552412808,0
30,30.0,58.10000000000005,23.11040000000001,14.49906106753125,0
31,31.0,58.10000000000005,21.615600000000015,14.655324924408887,0
32,32.0,58.10000000000005,25.97720000000001,13.536838632413417,0
33,33.0,58.10000000000005,22.589200000000016,14.024761935947446,0
34,34.0,58.10000000000005,23.947600000000016,14.564540715038026,0
35,35.0,58.88000000000005,26.873800000000013,15.394708622120797,0
36,36.0,58.88000000000005,26.531600000000008,14.868090443631298,0
37,37.0,58.88000000000005,26.319800000000015,14.846488202938781,0
38,38.0,58.88000000000005,25.935200000000012,15.540746988481613,0
39,39.0,58.88000000000005,25.465400000000013,16.334356639917,0
40,40.0,58.88000000000005,29.577200000000012,14.69213477204727,0
41,41.0,58.88000000000005,28.37160000000001,14.993628828272376,0
42,42.0,59.24000000000005,28.106200000000012,15.271808457415922,0
43,43.0,59.24000000000005,29.281000000000013,15.179946607284247,0
44,44.0,59.24000000000005,29.019800000000014,13.995192744653448,0
45,45.0,59.24000000000005,25.734800000000014,13.05682675691151,0
46,46.0,59.24000000000005,28.428000000000015,13.797740104814283,0
47,47.0,59.24000000000005,31.42300000000002,15.011668628103957,0
48,48.0,59.24000000000005,31.400800000000018,15.868983816237275,0
49,49.0,59.24000000000005,34.06300000000002,15.747840074118123,0
50,50.0,59.24000000000005,37.27260000000002,15.39568424072151,0
51,0.0,44.380000000000024,17.785125000000004,9.5089111487265,1
52,1.0,47.42000000000005,21.864400000000014,11.951834195637096,1
53,2.0,47.42000000000005,21.05200000000001,11.494564628553803,1
54,3.0,47.42000000000005,19.25520000000001,11.722580302987915,1
55,4.0,49.36000000000003,20.81840000000001,11.561603238305672,1
56,5.0,50.50000000000003,19.68900000000001,12.930188359030204,1
57,6.0,50.50000000000003,22.351000000000013,12.818457434496565,1
58,7.0,50.50000000000003,21.25460000000001,12.3528584076723,1
59,8.0,50.50000000000003,23.414600000000014,11.151970536187774,1
60,9.0,50.50000000000003,23.417600000000014,12.155821413627312,1
61,10.0,55.940000000000055,24.355200000000014,13.044464916584364,1
62,11.0,55.940000000000055,23.280600000000014,12.431042580572246,1
63,12.0,55.940000000000055,25.47080000000001,11.26131374929232,1
64,13.0,55.940000000000055,24.760400000000008,12.015930419239297,1
65,14.0,55.940000000000055,25.452200000000012,11.203230210970418,1
66,15.0,55.940000000000055,27.445600000000013,12.549069791821237,1
67,16.0,55.940000000000055,27.192000000000018,11.708223093193958,1
68,17.0,55.940000000000055,25.329600000000013,11.65160949568772,1
69,18.0,55.940000000000055,26.765600000000013,11.72392667326098,1
70,19.0,55.940000000000055,27.536400000000018,12.642639401643958,1
71,20.0,55.940000000000055,27.668200000000017,11.629750846858252,1
72,21.0,55.940000000000055,25.984600000000018,13.280585786779145,1
73,22.0,55.940000000000055,28.42100000000002,12.18438586880768,1
74,23.0,55.940000000000055,28.149400000000014,12.45416282373088,1
75,24.0,55.940000000000055,29.34420000000002,11.435704191697171,1
76,25.0,55.940000000000055,29.029200000000017,12.073321471740918,1
77,26.0,55.940000000000055,28.826800000000016,11.635969824642906,1
78,27.0,55.940000000000055,27.73340000000002,12.378786388010752,1
79,28.0,56.300000000000054,30.523400000000024,10.568448535144608,1
80,29.0,56.300000000000054,29.510600000000018,10.666990749035092,1
