,gen,best,mean,std,solution
0,0.0,37.5,3.727800000000002,7.749604838957924,0
1,1.0,40.900000000000034,8.936600000000006,12.70232547370757,0
2,2.0,45.50000000000006,13.96940000000001,12.675073634500126,0
3,3.0,45.50000000000006,15.419800000000008,12.731074894132082,0
4,4.0,45.50000000000006,17.678600000000007,12.993055146500389,0
5,5.0,45.94000000000003,15.221000000000009,13.215416262834866,0
6,6.0,51.160000000000025,18.387800000000013,12.301240553700275,0
7,7.0,51.160000000000025,18.61520000000001,12.916142495342804,0
8,8.0,51.160000000000025,21.161400000000018,13.080615048230731,0
9,9.0,51.160000000000025,17.62100000000001,13.731566662256727,0
10,10.0,51.160000000000025,21.10660000000001,12.023109765780243,0
11,11.0,51.880000000000024,20.01300000000001,12.638263290500015,0
12,12.0,51.880000000000024,18.287200000000013,13.144771590255962,0
13,13.0,51.880000000000024,16.936200000000007,13.440268358927968,0
14,14.0,52.88000000000005,18.74240000000001,12.550047738554634,0
15,15.0,52.88000000000005,18.217600000000008,12.472966697622514,0
16,16.0,52.88000000000005,19.44060000000001,14.079403525717996,0
17,17.0,52.88000000000005,18.41140000000001,13.53435931398307,0
18,18.0,52.88000000000005,21.117200000000008,13.929439334014859,0
19,19.0,52.88000000000005,22.394600000000015,12.890376520490017,0
20,20.0,52.88000000000005,23.63400000000001,11.413264738890458,0
21,21.0,52.88000000000005,21.74420000000001,13.128072911132094,0
22,22.0,52.88000000000005,23.42180000000001,12.350339297363464,0
23,23.0,58.480000000000025,20.831800000000012,14.475677005238836,0
24,24.0,58.480000000000025,19.621600000000008,13.100671335469807,0
25,25.0,58.480000000000025,21.89060000000001,13.748764440487019,0
26,26.0,58.480000000000025,24.92920000000001,11.760768144981018,0
27,27.0,58.480000000000025,22.0176,12.852012847799378,0
28,28.0,58.480000000000025,24.151800000000012,13.585576202723251,0
29,29.0,58.480000000000025,21.289000000000016,13.40740433491883,0
30,30.0,58.480000000000025,24.73020000000001,13.129817818995065,0
31,31.0,58.480000000000025,26.392000000000007,13.134155777970669,0
32,32.0,58.480000000000025,26.938400000000016,11.795320319516561,0
33,33.0,58.480000000000025,26.233400000000007,11.390605622178317,0
34,34.0,58.480000000000025,26.93060000000001,11.81759110986669,0
35,35.0,58.480000000000025,25.67420000000001,13.197625936508443,0
36,36.0,58.480000000000025,30.286400000000018,11.314198117409836,0
37,37.0,58.480000000000025,26.97980000000002,13.337379501236379,0
38,38.0,58.480000000000025,31.384200000000014,11.34609405742788,0
39,39.0,58.480000000000025,31.035600000000017,12.04428879760031,0
40,40.0,58.480000000000025,30.80780000000002,11.678528638488682,0
41,41.0,58.480000000000025,29.121000000000027,14.144959632321347,0
42,42.0,58.480000000000025,35.66720000000004,10.333766987889764,0
43,43.0,58.480000000000025,36.476400000000034,10.348776306404552,0
44,44.0,58.480000000000025,37.39340000000003,9.011351532372945,0
45,45.0,58.480000000000025,35.97360000000002,11.95840788065035,0
46,46.0,58.480000000000025,39.184400000000025,10.033073140369314,0
47,47.0,58.480000000000025,38.21280000000003,10.910908127190893,0
48,48.0,58.480000000000025,40.43460000000004,7.327490623671937,0
49,49.0,58.480000000000025,40.97980000000003,8.562709615536438,0
50,50.0,58.880000000000045,40.970000000000034,10.782131700178782,0
51,0.0,29.020000000000024,3.8700000000000023,7.56451214553854,1
52,1.0,39.10000000000004,10.200200000000006,11.787505417177977,1
53,2.0,43.900000000000034,13.578000000000008,11.983582269087997,1
54,3.0,45.64000000000003,15.162400000000012,12.36289748562206,1
55,4.0,45.64000000000003,16.471800000000012,12.255614907461815,1
56,5.0,45.64000000000003,16.81500000000001,13.821769315105803,1
57,6.0,48.260000000000055,19.080000000000013,12.429266430485763,1
58,7.0,48.260000000000055,17.34820000000001,12.647765682522756,1
59,8.0,50.480000000000054,18.24300000000001,11.790241515762105,1
60,9.0,50.480000000000054,17.642600000000012,12.88747319066078,1
61,10.0,50.480000000000054,17.79420000000001,13.034899399688525,1
62,11.0,50.480000000000054,18.60500000000001,13.188785956258458,1
63,12.0,50.480000000000054,21.191400000000012,13.073103458628344,1
64,13.0,50.480000000000054,18.49340000000001,12.874231644645837,1
65,14.0,50.480000000000054,19.339000000000013,11.83163331919986,1
66,15.0,50.480000000000054,19.419600000000013,12.525877527742328,1
